"duty_station","type","parent","street","city","state","zip","address","phone","url"
"Eureka Station","Station","Spokane Sector Washington","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/eureka-station"
"Metaline Falls Station","Station","Spokane Sector Washington","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/metaline-falls-station"
"Oroville Station","Station","Spokane Sector Washington","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/oroville-station"
"Whitefish Station","Station","Spokane Sector Washington","1335 Hwy 93 West","Whitefish","MT","59937","1335 Hwy 93 West, Whitefish, MT 59937","406-862-2561","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/spokane-sector-washington/whitefish-station"
"Swanton Sector Vermont","Sector","","155 Grand Avenue","Swanton","VT","","155 Grand Ave, Swanton, VT 05488","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont"
"Beecher Falls Station","Station","Swanton Sector Vermont","288 VT Route 114Canaan","Beecher Falls","VT","05903","288 VT Route 114Canaan, Beecher Falls, VT 05903","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/beecher-falls-station"
"Massena Station","Station","Swanton Sector Vermont","","","","","","315-769-2342","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/massena-station"
"Ogdensburg Station","Station","Swanton Sector Vermont","127 North Water","StreetOgdensburg","NY","13669","127 North Water, StreetOgdensburg, NY 13669","315-393-1150","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/ogdensburg-station"
"Champlain Station","Station","Swanton Sector Vermont","1969 Ridge Road","Champlain","NY","12919","1969 Ridge Road, Champlain, NY 12919","518-298-2531","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/champlain-station"
"Burke Station","Station","Swanton Sector Vermont","4525 State Route 11 Malone","Burke","NY","12953","4525 State Route 11 Malone, Burke, NY 12953","518-483-5941","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/burke-station"
"Newport Station","Station","Swanton Sector Vermont","373 Citizens Road","Derby","VT","05829","373 Citizens Road, Derby, VT 05829","802-334-1333","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/newport-station"
"Richford Station","Station","Swanton Sector Vermont","P.O. Box 671668 St. Albans Road","Richford","VT","05476","P.O. Box 671668 St. Albans Road, Richford, VT 05476","802-848-3434","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/richford-station"
"Swanton Station","Station","Swanton Sector Vermont","104 Rave","n Drive Swanton","VT","05488","104 Rave, n Drive Swanton, VT 05488","802-868-3220","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/swanton-sector-vermont/swanton-station"
"Tucson Sector Arizona","Sector","","","","","","2430 S. Swan Road, Tucson, AZ 85711.","520-748-3000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona"
"Nogales Station","Station","Tucson Sector Arizona","1500 West","La Quinta RoadNogales","AZ","85621","1500 West, La Quinta RoadNogales, AZ 85621","520-761-2400","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/nogales-station"
"Ajo Station","Station","Tucson Sector Arizona","850 North Highway 85Why","Ajo","AZ","85321","850 North Highway 85Why, Ajo, AZ 85321","520-387-7002","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/ajo-station"
"Tucson Station","Station","Tucson Sector Arizona","2430 S. Swan Road","Tucson","AZ","85711","2430 S. Swan Road, Tucson, AZ 85711","520-514-4700","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/tucson-station"
"Brian A. Terry Station","Station","Tucson Sector Arizona","2136 South Naco Highway","Bisbee","AZ","85603","2136 South Naco Highway, Bisbee, AZ 85603","520-432-5121","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/naco-station"
"Sonoita Station","Station","Tucson Sector Arizona","PO Box 37 (mailing)3225 Highway 82","Sonoita","AZ","85637","PO Box 37 (mailing)3225 Highway 82, Sonoita, AZ 85637","520-455-5051","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/sonoita-station"
"Douglas Station","Station","Tucson Sector Arizona","1608 S. Kings Highway","Douglas","AZ","85607","1608 S. Kings Highway, Douglas, AZ 85607","520-805-6900","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/douglas-station"
"Willcox Station","Station","Tucson Sector Arizona","","","","","","","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/willcox-station"
"Casa Grande Station","Station","Tucson Sector Arizona","396 Camino Mercado","Casa Grande","AZ","85122","396 Camino Mercado, Casa Grande, AZ 85122","520-374-4300","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/casa-grande-station"
"Three Points Station","Station","Tucson Sector Arizona","16435 West","Ajo Hwy Tucson","AZ","85735","16435 West, Ajo Hwy Tucson, AZ 85735","520-883-4302","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/tucson-sector-arizona/three-points-station"
"Yuma Sector Arizona","Sector","","","","","","4035 S. Ave. A, Yuma AZ 85365","928-341-6500","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/yuma-sector-arizona"
"Blythe Station","Station","Yuma Sector Arizona","16870 W. Hobson Way","Blythe","CA","92226","16870 W. Hobson Way, Blythe, CA 92226","760-921-7000","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/yuma-sector-arizona/blythe-station"
"Yuma Station","Station","Yuma Sector Arizona","4151 S. Avenue A","Yuma","AZ","85365","4151 S. Avenue A, Yuma, AZ 85365","928-341-2800","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/yuma-sector-arizona/yuma-station"
"Wellton Station","Station","Yuma Sector Arizona","10888 Avenue 31E","Wellton","AZ","85356","10888 Avenue 31E, Wellton, AZ 85356","928-785-9364","https://www.cbp.gov/border-security/along-us-borders/border-patrol-sectors/yuma-sector-arizona/wellton-station"
